1,129.0
4,159.0
5,167.0
8,181.0
10,211.0
11,225.0
12,1.0
2,129.0
3,159.0
6,167.0
7,181.0
9,211.0
13,1.0
2,129.0
3,159.0
6,167.0
7,181.0
9,211.0
13,1.0
1,129.0
8,143.0
10,173.0
11,1.0
